"","time_conv","f_id"
"850",2008-06-13,160
"851",2008-06-14,0
"852",2008-06-15,0
"853",2008-06-16,0
"854",2008-06-17,0
"855",2008-06-18,0
"856",2008-06-19,0
"857",2008-06-20,0
"858",2008-06-21,0
"859",2008-06-22,0
"860",2008-06-23,0
"861",2008-06-24,0
"862",2008-06-25,0
"863",2008-06-26,0
"864",2008-06-27,15
"865",2008-06-28,0
"866",2008-06-29,0
"867",2008-06-30,0
"868",2008-07-01,0
"869",2008-07-02,0
"870",2008-07-03,0
"871",2008-07-04,0
"872",2008-07-05,0
"873",2008-07-06,0
"874",2008-07-07,0
"875",2008-07-08,0
"876",2008-07-09,0
"877",2008-07-10,0
"878",2008-07-11,0
"879",2008-07-12,0
"880",2008-07-13,0
"881",2008-07-14,127
"882",2008-07-15,3
"883",2008-07-16,0
"884",2008-07-17,0
"885",2008-07-18,0
"886",2008-07-19,0
"887",2008-07-20,0
"888",2008-07-21,99
"889",2008-07-22,124
"890",2008-07-23,181
"891",2008-07-24,2
"892",2008-07-25,0
"893",2008-07-26,0
"894",2008-07-27,0
"895",2008-07-28,0
"896",2008-07-29,0
"897",2008-07-30,0
"898",2008-07-31,0
"899",2008-08-01,0
"900",2008-08-02,0
"901",2008-08-03,0
"902",2008-08-04,0
"903",2008-08-05,0
"904",2008-08-06,0
"905",2008-08-07,0
"906",2008-08-08,5
"907",2008-08-09,68
"908",2008-08-10,0
"909",2008-08-11,0
"910",2008-08-12,0
"911",2008-08-13,0
"912",2008-08-14,0
"913",2008-08-15,2
"914",2008-08-16,51
"915",2008-08-17,0
"916",2008-08-18,0
"917",2008-08-19,0
"918",2008-08-20,0
"919",2008-08-21,0
"920",2008-08-29,0
"921",2008-08-30,0
"922",2008-08-31,0
"923",2008-09-01,0
"924",2008-09-02,0
"925",2008-09-03,0
"926",2008-09-04,0
"927",2008-09-05,0
"928",2008-09-06,0
"929",2008-09-07,0
"930",2008-09-08,0
"931",2008-09-09,0
"932",2008-09-10,0
"933",2008-09-11,0
"934",2008-09-12,0
"935",2008-09-13,0
"936",2008-09-14,0
"937",2008-09-15,109
"938",2008-09-16,34
"939",2008-09-17,0
"940",2008-09-18,0
"941",2008-09-19,0
"942",2008-09-20,0
"943",2008-09-21,0
"944",2008-09-22,0
"945",2008-09-24,0
"946",2008-09-25,0
"947",2008-09-26,0
"948",2008-09-27,0
"949",2008-09-28,0
"950",2008-09-29,0
"951",2008-09-30,0
"952",2008-10-01,0
"953",2008-10-02,0
"954",2008-10-03,0
"955",2008-10-04,94
"956",2008-10-05,0
"957",2008-10-06,0
"958",2008-10-07,0
"959",2008-10-08,0
"960",2008-10-09,0
"961",2008-10-10,0
"962",2008-10-11,0
"963",2008-10-12,0
"964",2008-10-13,0
"965",2008-10-14,0
"966",2008-10-15,0
"967",2008-10-16,0
"968",2008-10-17,89
"969",2008-10-18,0
"970",2008-10-19,0
"971",2008-10-20,0
"972",2008-10-21,0
"973",2008-10-22,0
"974",2008-10-23,0
"975",2008-10-24,0
"976",2008-10-25,0
"977",2008-10-26,0
"978",2008-10-27,0
"979",2008-10-28,0
"980",2008-10-29,0
"981",2008-10-30,2
"982",2008-10-31,0
"983",2008-11-01,0
"984",2008-11-02,0
"985",2008-11-03,0
"986",2008-11-04,0
"987",2008-11-05,0
"988",2008-11-06,0
"989",2008-11-07,0
"990",2008-11-08,0
"991",2008-11-09,0
"992",2008-11-10,0
"993",2008-11-11,0
"994",2008-11-12,0
"995",2008-11-13,13
"996",2008-11-14,0
"997",2008-11-15,0
"998",2008-11-16,0
"999",2008-11-17,95
"1000",2008-11-18,0
"1001",2008-11-19,0
"1002",2008-11-20,0
"1003",2008-11-21,31
"1004",2008-11-22,0
"1005",2008-11-23,11
"1006",2008-11-24,0
"1007",2008-11-25,5
"1008",2008-11-26,0
"1009",2008-11-27,0
"1010",2008-11-28,0
"1011",2008-11-29,0
"1012",2008-11-30,0
"1013",2008-12-01,0
"1014",2008-12-02,0
"1015",2008-12-03,0
"1016",2008-12-04,0
"1017",2008-12-05,0
"1018",2008-12-06,0
"1019",2008-12-07,28
"1020",2008-12-08,0
"1021",2008-12-09,0
"1022",2008-12-10,0
"1023",2008-12-11,0
"1024",2008-12-12,23
"1025",2008-12-13,0
"1026",2008-12-14,0
"1027",2008-12-15,0
"1028",2008-12-16,0
"1029",2008-12-17,0
"1030",2008-12-18,145
"1031",2008-12-19,27
"1032",2008-12-20,47
"1033",2008-12-21,45
"1034",2008-12-22,0
"1035",2008-12-23,0
"1036",2008-12-24,0
"1037",2008-12-25,0
"1038",2008-12-26,0
"1039",2008-12-27,0
"1040",2008-12-28,0
"1041",2008-12-29,0
"1042",2008-12-30,0
"1043",2008-12-31,0
"1044",2009-01-01,0
"1045",2009-01-02,0
"1046",2009-01-03,0
"1047",2009-01-04,0
"1048",2009-01-05,0
"1049",2009-01-06,0
"1050",2009-01-07,0
"1051",2009-01-08,0
"1052",2009-01-09,0
"1053",2009-01-10,0
"1054",2009-01-11,0
"1055",2009-01-12,0
"1056",2009-01-13,0
"1057",2009-01-14,0
"1058",2009-01-15,0
"1059",2009-01-16,0
"1060",2009-01-17,0
"1061",2009-01-18,0
"1062",2009-01-19,0
"1063",2009-01-20,0
"1064",2009-01-21,0
"1065",2009-01-22,0
"1066",2009-01-23,0
"1067",2009-01-24,0
"1068",2009-01-25,42
"1069",2009-01-26,0
"1070",2009-01-27,28
"1071",2009-01-28,4
"1072",2009-01-29,0
"1073",2009-01-30,0
"1074",2009-01-31,0
"1075",2009-02-01,0
"1076",2009-02-02,0
"1077",2009-02-03,0
"1078",2009-02-04,0
"1079",2009-02-05,0
"1080",2009-02-06,0
"1081",2009-02-07,0
"1082",2009-02-08,131
"1083",2009-02-09,7
"1084",2009-02-10,0
"1085",2009-02-11,165
"1086",2009-02-12,131
"1087",2009-02-13,202
"1088",2009-02-14,171
"1089",2009-02-15,85
"1090",2009-02-16,1
"1091",2009-02-17,20
"1092",2009-02-18,52
"1093",2009-02-19,0
"1094",2009-02-20,20
"1095",2009-02-21,112
"1096",2009-02-22,0
"1097",2009-02-23,59
"1098",2009-02-24,106
"1099",2009-02-25,1
"1100",2009-02-26,0
"1101",2009-02-27,0
"1102",2009-02-28,0
"1103",2009-03-01,0
"1104",2009-03-02,0
"1105",2009-03-03,0
"1106",2009-03-04,0
"1107",2009-03-05,0
"1108",2009-03-06,96
"1109",2009-03-07,284
"1110",2009-03-08,11
"1111",2009-03-09,84
"1112",2009-03-10,0
"1113",2009-03-11,156
"1114",2009-03-12,47
"1115",2009-03-13,59
"1116",2009-03-14,0
"1117",2009-03-15,77
"1118",2009-03-16,44
"1119",2009-03-17,0
"1120",2009-03-18,144
"1121",2009-03-19,151
"1122",2009-03-20,253
"1123",2009-03-21,61
"1124",2009-03-22,65
"1125",2009-03-23,81
"1126",2009-03-24,165
"1127",2009-03-25,30
"1128",2009-03-26,55
"1129",2009-03-27,0
"1130",2009-03-28,0
"1131",2009-03-29,0
"1132",2009-03-30,1
"1133",2009-03-31,0
"1134",2009-04-01,0
"1135",2009-04-02,0
"1136",2009-04-03,0
"1137",2009-04-04,0
"1138",2009-04-05,0
"1139",2009-04-06,0
"1140",2009-04-07,0
"1141",2009-04-08,0
"1142",2009-04-09,0
"1143",2009-04-10,0
"1144",2009-04-11,0
"1145",2009-04-12,0
"1146",2009-04-13,12
"1147",2009-04-14,0
"1148",2009-04-15,0
"1149",2009-04-16,0
